repo,total_classes,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,cbo_q1,cbo_q3,dit_mean,dit_median,dit_std,dit_min,dit_max,dit_q1,dit_q3,lcom_mean,lcom_median,lcom_std,lcom_min,lcom_max,lcom_q1,lcom_q3
Karumi/Dexter,80,4.425,3.0,5.253,0,28,1.0,5.25,1.2,1.0,0.56,1,5,1.0,1.0,4.15,0.0,14.592,0,82,0.0,1.0
pmd/pmd,4081,5.727,4.0,8.491,0,163,1.0,7.0,2.053,2.0,2.573,1,143,1.0,3.0,43.452,1.0,592.501,0,24976,0.0,9.0
dunwu/db-tutorial,209,5.206,4.0,5.165,0,46,2.0,7.0,1.182,1.0,0.551,1,5,1.0,1.0,32.608,0.0,181.501,0,2306,0.0,1.0
Clans/FloatingActionButton,47,4.638,2.0,7.376,0,36,1.0,4.0,1.383,1.0,0.768,1,5,1.0,2.0,139.681,0.0,691.844,0,4462,0.0,1.0
citerus/dddsample-core,157,7.089,5.0,6.526,0,33,2.0,11.0,1.127,1.0,0.49,1,4,1.0,1.0,7.032,0.0,23.42,0,190,0.0,3.0
remkop/picocli,2940,3.004,2.0,4.957,0,91,1.0,3.0,1.112,1.0,1.474,1,76,1.0,1.0,58.914,0.0,970.418,0,34452,0.0,0.0
tonikelope/megabasterd,201,2.761,1.0,4.403,0,26,1.0,2.0,1.488,1.0,1.331,1,6,1.0,1.0,85.721,0.0,378.927,0,2717,0.0,1.0
hustcc/JS-Sorting-Algorithm,12,3.583,3.0,3.679,1,15,2.0,3.0,1.0,1.0,0.0,1,1,1.0,1.0,2.833,0.5,4.469,0,15,0.0,3.75
android/views-widgets-samples,152,4.02,2.0,4.271,0,25,1.0,6.0,1.73,1.0,1.185,1,9,1.0,2.0,7.013,0.0,21.033,0,147,0.0,3.25
j-easy/easy-rules,162,5.093,4.0,3.566,0,21,3.0,7.0,1.315,1.0,0.654,1,5,1.0,1.0,7.63,1.0,23.509,0,190,0.0,4.0
careercup/ctci,311,1.958,2.0,1.468,0,8,1.0,3.0,1.119,1.0,0.435,1,5,1.0,1.0,5.096,1.0,17.875,0,276,0.0,6.0
square/otto,85,2.435,1.0,3.13,0,22,1.0,3.0,1.388,1.0,0.874,1,5,1.0,1.0,3.553,0.0,14.621,0,103,0.0,1.0
novicezk/midjourney-proxy,90,5.9,5.0,5.724,0,29,1.0,8.0,1.244,1.0,0.547,1,4,1.0,1.0,5.811,0.0,14.41,0,80,0.0,3.0
Fuzion24/JustTrustMe,27,2.556,1.0,4.449,0,24,1.0,3.0,1.185,1.0,0.483,1,3,1.0,1.0,2.704,0.0,9.067,0,43,0.0,0.0
bitcoinj/bitcoinj,623,7.164,4.0,10.878,0,125,1.0,8.0,1.73,1.0,2.737,1,44,1.0,1.0,89.236,0.0,697.161,0,14304,0.0,7.0
brianfrankcooper/YCSB,236,7.051,3.0,7.548,0,34,1.0,12.0,1.636,1.0,0.751,1,5,1.0,2.0,7.852,0.0,19.52,0,170,0.0,5.0
reactor/reactor-core,2245,7.188,7.0,8.204,0,231,2.0,10.0,1.682,1.0,1.632,1,43,1.0,2.0,121.572,1.0,2142.735,0,95703,0.0,8.0
LWJGL/lwjgl3,9930,6.762,6.0,7.9,0,315,4.0,9.0,2.376,2.0,1.248,1,18,1.0,3.0,970.636,91.0,19646.571,0,1439056,6.0,368.0
fast-excel/fesod,626,6.452,5.0,5.945,0,50,3.0,8.0,1.35,1.0,0.792,1,7,1.0,1.0,29.581,1.0,336.719,0,8040,0.0,6.0
runelite/runelite,3794,3.615,1.0,7.119,0,94,0.0,4.0,1.222,1.0,0.735,1,10,1.0,1.0,25.85,0.0,867.382,0,51997,0.0,0.0
hneemann/Digital,1817,5.048,4.0,5.764,0,84,1.0,7.0,1.684,1.0,1.729,1,36,1.0,2.0,13.246,0.0,95.595,0,2446,0.0,3.0
CellularPrivacy/Android-IMSI-Catcher-Detector,251,5.06,3.0,6.862,0,48,1.0,6.0,1.331,1.0,0.662,1,4,1.0,1.0,4.964,0.0,16.362,0,167,0.0,1.0
zhanglei-workspace/shopping-management-system,97,3.515,3.0,3.591,0,17,1.0,5.0,1.361,1.0,0.664,1,4,1.0,2.0,76.33,3.0,592.769,0,5844,0.0,10.0
jindrapetrik/jpexs-decompiler,4056,5.872,3.0,12.12,0,298,1.0,8.0,1.923,1.0,2.353,1,111,1.0,2.0,57.626,1.0,598.982,0,24329,0.0,10.0
diffplug/spotless,899,4.987,4.0,4.255,0,49,2.0,7.0,1.75,1.0,1.282,1,18,1.0,2.0,13.785,1.0,95.141,0,2420,0.0,6.0
deathmarine/Luyten,129,2.349,1.0,4.124,0,31,0.0,2.0,1.543,1.0,1.591,1,11,1.0,1.0,15.45,0.0,65.418,0,440,0.0,0.0
natario1/CameraView,534,5.597,3.0,8.069,0,91,2.0,7.0,1.375,1.0,0.736,1,7,1.0,2.0,34.762,0.0,335.638,0,6026,0.0,1.0
oshi/oshi,671,5.522,4.0,6.128,0,51,2.0,7.0,1.59,1.0,1.24,1,19,1.0,2.0,31.644,1.0,124.335,0,1548,0.0,10.0
OpenTSDB/opentsdb,958,7.14,4.0,7.678,0,65,2.0,10.0,1.284,1.0,0.801,1,16,1.0,1.0,64.876,0.0,365.983,0,5336,0.0,3.0
wequick/Small,185,3.805,2.0,4.962,0,29,1.0,4.0,1.476,1.0,0.828,1,7,1.0,2.0,20.168,0.0,143.298,0,1717,0.0,1.0
xuexiangjys/XUI,1657,5.733,3.0,6.436,0,53,2.0,8.0,1.659,1.0,0.945,1,9,1.0,2.0,52.71,1.0,352.065,0,8534,0.0,9.0
Exrick/xpay,21,6.429,5.0,6.882,0,31,2.0,10.0,1.0,1.0,0.0,1,1,1.0,1.0,93.429,1.0,288.505,0,1274,0.0,28.0
killbill/killbill,2443,8.661,6.0,10.08,0,107,3.0,11.0,1.795,1.0,1.101,1,8,1.0,2.0,28.247,1.0,123.989,0,2522,0.0,7.0
youlookwhat/DesignPattern,197,2.538,2.0,3.609,0,34,1.0,3.0,1.279,1.0,0.45,1,2,1.0,2.0,1.426,0.0,4.556,0,43,0.0,1.0
jankotek/mapdb,263,3.24,2.0,4.116,0,43,1.0,5.0,2.023,1.0,3.553,1,54,1.0,2.0,81.848,0.0,452.759,0,5050,0.0,10.0
yipianfengye/android-zxingLibrary,52,4.712,3.0,5.71,0,28,1.0,5.0,1.327,1.0,0.585,1,3,1.0,2.0,5.635,0.0,15.309,0,86,0.0,1.0
Trinea/android-common,110,4.436,3.0,4.229,0,22,2.0,6.0,1.245,1.0,0.623,1,4,1.0,1.0,43.064,1.0,150.885,0,1417,0.0,24.5
tianshiyeben/wgcloud,118,6.042,3.0,7.75,0,55,1.25,9.0,1.195,1.0,0.398,1,2,1.0,1.0,34.542,9.5,49.618,0,209,0.0,53.75
rubensousa/GravitySnapHelper,8,6.375,4.5,5.878,0,18,2.75,8.75,1.75,1.5,0.886,1,3,1.0,2.25,57.875,1.0,154.096,0,439,0.0,8.5
2227324689/gpmall,424,4.979,3.0,5.964,0,37,2.0,5.0,1.361,1.0,0.645,1,5,1.0,2.0,8.17,0.0,43.341,0,665,0.0,1.0
youlookwhat/CloudReader,492,4.75,3.0,5.517,0,44,1.0,6.0,1.455,1.0,0.923,1,10,1.0,2.0,19.413,0.0,84.247,0,989,0.0,6.0
DingMouRen/LayoutManagerGroup,63,4.952,3.0,4.327,0,17,2.0,6.5,1.571,2.0,0.53,1,3,1.0,2.0,9.143,0.0,38.802,0,304,0.0,3.0
orhanobut/dialogplus,29,5.241,3.0,6.294,1,28,2.0,7.0,1.034,1.0,0.186,1,2,1.0,1.0,57.862,0.0,255.175,0,1380,0.0,3.0
killme2008/aviatorscript,524,4.635,3.0,6.711,0,118,1.0,6.0,1.498,1.0,0.776,1,5,1.0,2.0,60.983,1.0,379.857,0,5122,0.0,3.0
spring-attic/spring-mvc-showcase,58,5.172,5.0,3.686,0,19,2.0,6.75,1.207,1.0,0.45,1,3,1.0,1.0,9.448,0.0,23.868,0,150,0.0,6.0
apache/ignite,21069,5.626,3.0,8.882,0,213,1.0,7.0,1.654,1.0,1.387,1,59,1.0,2.0,494.402,0.0,64508.439,0,9363046,0.0,4.0
alibaba/UltraViewPager,24,5.208,2.0,6.852,0,25,1.0,6.25,1.375,1.0,0.495,1,2,1.0,2.0,58.375,0.0,124.882,0,446,0.0,11.0
JodaOrg/joda-time,557,8.578,6.0,8.19,0,78,3.0,13.0,2.284,2.0,1.872,1,17,1.0,3.0,295.294,10.0,784.565,0,6909,1.0,178.0
frogermcs/InstaMaterial,80,4.788,2.0,6.378,0,34,1.0,5.25,1.538,1.0,0.856,1,4,1.0,2.0,9.938,0.0,29.582,0,216,0.0,6.0
bisq-network/bisq,3715,7.496,4.0,9.473,0,116,2.0,10.0,1.75,1.0,1.169,1,18,1.0,2.0,30.017,0.0,362.578,0,18909,0.0,4.0
Devlight/NavigationTabBar,58,4.017,2.0,6.01,0,41,1.0,5.0,1.31,1.0,0.568,1,4,1.0,2.0,57.5,0.5,389.275,0,2964,0.0,3.0
react-native-linear-gradient/react-native-linear-gradient,19,5.158,4.0,3.387,1,12,2.5,7.5,1.632,1.0,0.761,1,3,1.0,2.0,10.684,1.0,23.305,0,94,0.0,4.5
PBH-BTN/PeerBanHelper,619,6.367,4.0,8.024,0,61,2.0,7.0,1.325,1.0,0.703,1,6,1.0,1.0,16.065,0.0,52.413,0,659,0.0,6.0
apache/calcite,5648,7.659,5.0,10.227,0,237,2.0,9.0,1.704,1.0,2.098,1,81,1.0,2.0,384.072,1.0,7973.415,0,365858,0.0,6.0
amitshekhariitbhu/RxJava2-Android-Samples,185,3.665,2.0,4.375,0,37,1.0,4.0,1.254,1.0,0.461,1,3,1.0,1.0,6.286,0.0,41.732,0,561,0.0,6.0
Docile-Alligator/Infinity-For-Reddit,1587,6.933,4.0,10.867,0,110,2.0,8.0,1.552,1.0,2.393,1,87,1.0,2.0,30.851,1.0,314.895,0,6098,0.0,1.0
roncoo/roncoo-pay,394,5.206,3.0,6.222,0,59,1.0,7.0,1.282,1.0,0.657,1,5,1.0,1.0,62.937,3.0,312.8,0,4195,0.0,15.0
lugg/react-native-config,23,4.565,4.0,3.057,1,12,2.0,6.0,1.391,1.0,0.656,1,3,1.0,2.0,1.957,1.0,3.296,0,15,0.0,3.0
traex/RippleEffect,19,3.421,2.0,5.092,0,18,1.0,2.5,1.368,1.0,0.496,1,2,1.0,2.0,23.158,0.0,98.77,0,431,0.0,0.0
querydsl/querydsl,3232,5.203,3.0,6.19,0,81,1.0,7.0,1.987,1.0,2.139,1,23,1.0,2.0,42.901,0.0,572.845,0,19898,0.0,3.0
javastacks/spring-boot-best-practice,176,4.744,4.0,3.442,0,28,2.0,6.0,1.091,1.0,0.343,1,4,1.0,1.0,3.119,0.0,27.044,0,354,0.0,1.0
Ramotion/folding-cell-android,21,4.143,2.0,4.52,0,19,1.0,6.0,1.333,1.0,0.483,1,2,1.0,2.0,13.381,0.0,37.521,0,144,0.0,3.0
